Freq,Input,Output (word/lemma),"human
checked",Alt,Ordered,Auto ,conflict,L pinky,L ring,L middle,L index,LT1,LT2,RT1,RT2,R index,R middle,R ring ,R pinky,1st,2nd,3rd,,,,,,,,,,,,,,,,,
581,o+r+d+a,road,FALSE,,,orda,0,,,o,r,,,d,,a,,,,r,o,a,,o,r,d,a,,,,,+,,,,,,Remove,FALSE
582,i+g+f+t,gift,FALSE,,,igft,0,,,i,,,g,f,,t,,,,g,i,f,,i,g,f,t,,,,,+,,,,,,Remove,FALSE
583,u+i+e+q+t+n+s,question,FALSE,,,uieqtns,1,,u,i,e,,,,q,t,n,s,,q,u,e,,u,i,e,q,t,n,s,,+,,,,,,Keep,question
585,e+c+g+h+a+n+s,changes,FALSE,,,ecghans,0,,,,e,c,g,h,,a,n,s,,c,h,a,,e,c,g,h,a,n,s,,+,,,,,,Keep,changes
586,i+g+h+t+n,night,FALSE,,,ightn,0,,,i,,,g,h,,t,n,,,n,i,g,,i,g,h,t,n,,,,+,,,,,,Keep,night
587,c+a,ca,FALSE,,,ca,1,,,,,c,,,,a,,,,c,a,,,c,a,,,,,,,+,,,,,,Remove,FALSE
588,r+h+a,hard,FALSE,,,rha,0,,,,r,,,h,,a,,,,h,a,r,,r,h,a,,,,,,+,,,,,,Remove,FALSE
589,e+x+t+s,texas,FALSE,,,exts,0,,,,e,,,,x,t,,s,,t,e,x,,e,x,t,s,,,,,+,,,,,,Keep,texas
590,o+c+t,oct,FALSE,,,oct,0,,,o,,c,,,,t,,,,o,c,t,,o,c,t,,,,,,+,,,,,,Remove,FALSE
592,p+a+y,pay,FALSE,,,pay,0,,,,,,,p,,a,,y,,p,a,y,,p,a,y,,,,,,+,,,,,,Remove,FALSE
594,u+o+r+f,four,FALSE,,,uorf,0,,u,o,r,,,f,,,,,,f,o,u,,u,o,r,f,,,,,+,,,,,,Remove,FALSE
595,o+r+k+p,poker,FALSE,,,orkp,0,,,o,r,k,,p,,,,,,p,o,k,,o,r,k,p,,,,,+,,,,,,Keep,poker
596,u+t+s,status,FALSE,,,uts,0,,u,,,,,,,t,,s,,s,t,a,,u,t,s,,,,,,+,,,,,,Keep,status
597,o+r+w+b+s,browse,FALSE,,,orwbs,0,,,o,r,,w,,b,,,s,,b,r,o,,o,r,w,b,s,,,,+,,,,,,Keep,browse
598,u+i+e+s,issue,FALSE,,,uies,1,,u,i,e,,,,,,,s,,i,s,s,,u,i,e,s,,,,,+,,,,,,Keep,issue
599,r+g+a+n,range,FALSE,,,rgan,0,,,,r,,g,,,a,n,,,r,a,n,,r,g,a,n,,,,,+,,,,,,Keep,range
600,u+i+g+d+b+l,building,FALSE,,,uigdbl,0,,u,i,,,g,d,b,,l,,,b,u,i,,u,i,g,d,b,l,,,+,,,,,,Keep,building
601,e+l+s,seller,FALSE,,,els,2,,,,e,,,,,,l,s,,s,e,l,,e,l,s,,,,,,+,,,,,,Keep,seller
602,u+o+r+c+t,court,FALSE,,,uorct,0,,u,o,r,c,,,,t,,,,c,o,u,,u,o,r,c,t,,,,+,,,,,,Keep,court
603,u+e+f+b+a+y,february,FALSE,,,uefbay,0,,u,,e,,,f,b,a,,y,,f,e,b,,u,e,f,b,a,y,,,+,,,,,,Keep,february
604,w+a+l+y,always,FALSE,,,waly,0,,,,,,w,,,a,l,y,,a,l,w,,w,a,l,y,,,,,+,,,,,,Keep,always
605,u+r+t+l+s,result,FALSE,,,urtls,1,,u,,r,,,,,t,l,s,,r,e,s,,u,r,t,l,s,,,,+,,,,,,Keep,result
606,u+i+d+a,audio,FALSE,,,uida,0,,u,i,,,,d,,a,,,,a,u,d,,u,i,d,a,,,,,+,,,,,,Keep,audio
607,i+g+h+t+l,light,FALSE,,,ightl,0,,,i,,,g,h,,t,l,,,l,i,g,,i,g,h,t,l,,,,+,,,,,,Keep,light
608,i+r+w+t,write,FALSE,,,irwt,0,,,i,r,,w,,,t,,,,w,r,i,,i,r,w,t,,,,,+,,,,,,Keep,write
609,r+w+a,war,FALSE,,,rwa,1,,,,r,,w,,,a,,,,w,a,r,,r,w,a,,,,,,+,,,,,,Remove,FALSE
610,o+v+n,nov,FALSE,,,ovn,0,,,o,,v,,,,,n,,,n,o,v,,o,v,n,,,,,,+,,,,,,Remove,FALSE
611,o+r+f,offer,FALSE,,,orf,1,,,o,r,,,f,,,,,,o,f,f,,o,r,f,,,,,,+,,,,,,Keep,offer
612,u+e+b+l,blue,FALSE,,,uebl,0,,u,,e,,,,b,,l,,,b,l,u,,u,e,b,l,,,,,+,,,,,,Remove,FALSE
613,u+o+r+g+p+s,groups,FALSE,,,uorgps,0,,u,o,r,,g,p,,,,s,,g,r,o,,u,o,r,g,p,s,,,+,,,,,,Keep,groups
614,a+l,al,FALSE,,,al,2,,,,,,,,,a,l,,,a,l,,,a,l,,,,,,,+,,,,,,Remove,FALSE
615,e+a+s,easy,FALSE,,,eas,1,,,,e,,,,,a,,s,,e,a,s,,e,a,s,,,,,,+,,,,,,Remove,FALSE
616,i+e+v+g+n,given,FALSE,,,ievgn,0,,,i,e,v,g,,,,n,,,g,i,v,,i,e,v,g,n,,,,+,,,,,,Keep,given
617,i+e+f+l+s,files,FALSE,,,iefls,0,,,i,e,,,f,,,l,s,,f,i,l,,i,e,f,l,s,,,,+,,,,,,Keep,files
618,e+v+t+n,event,FALSE,,,evtn,0,,,,e,v,,,,t,n,,,e,v,e,,e,v,t,n,,,,,+,,,,,,Keep,event
619,r+a+l+s,release,FALSE,,,rals,0,,,,r,,,,,a,l,s,,r,e,l,,r,a,l,s,,,,,+,,,,,,Keep,release
620,i+a+n+y,analysis,FALSE,,,iany,0,,,i,,,,,,a,n,y,,a,n,a,,i,a,n,y,,,,,+,,,,,,Keep,analysis
621,u+r+q+t+s,request,FALSE,,,urqts,0,,u,,r,,,,q,t,,s,,r,e,q,,u,r,q,t,s,,,,+,,,,,,Keep,request
622,f+x+a,fax,FALSE,,,fxa,0,,,,,,,f,x,a,,,,f,a,x,,f,x,a,,,,,,+,,,,,,Remove,FALSE
623,i+c+h+a+n,china,FALSE,,,ichan,0,,,i,,c,,h,,a,n,,,c,h,i,,i,c,h,a,n,,,,+,,,,,,Keep,china
624,i+m+g+a+n,making,FALSE,,,imgan,0,,,i,,m,g,,,a,n,,,m,a,k,,i,m,g,a,n,,,,+,,,,,,Keep,making
625,u+i+r+c+p+t,picture,FALSE,,,uircpt,0,,u,i,r,c,,p,,t,,,,p,i,c,,u,i,r,c,p,t,,,+,,,,,,Keep,picture
626,e+d+n+s,needs,FALSE,,,edns,1,,,,e,,,d,,,n,s,,n,e,e,,e,d,n,s,,,,,+,,,,,,Keep,needs
627,o+e+p+b+l+s,possible,FALSE,,,oepbls,0,,,o,e,,,p,b,,l,s,,p,o,s,,o,e,p,b,l,s,,,+,,,,,,Keep,possible
628,i+m+g+h+t,might,FALSE,,,imght,0,,,i,,m,g,h,,t,,,,m,i,g,,i,m,g,h,t,,,,+,,,,,,Keep,might
629,o+r+p+a+l+s,professional,FALSE,,,orpals,0,,,o,r,,,p,,a,l,s,,p,r,o,,o,r,p,a,l,s,,,+,,,,,,Keep,professional
630,e+t+y,yet,FALSE,,,ety,0,,,,e,,,,,t,,y,,y,e,t,,e,t,y,,,,,,+,,,,,,Remove,FALSE
631,o+m+h+t+n,month,FALSE,,,omhtn,0,,,o,,m,,h,,t,n,,,m,o,n,,o,m,h,t,n,,,,+,,,,,,Keep,month
632,o+r+m+a+j,major,FALSE,,,ormaj,0,,,o,r,m,,,,a,j,,,m,a,j,,o,r,m,a,j,,,,+,,,,,,Keep,major
633,r+t+s,star,FALSE,,,rts,2,,,,r,,,,,t,,s,,s,t,a,,r,t,s,,,,,,+,,,,,,Remove,FALSE
634,r+a+s,areas,FALSE,,,ras,1,,,,r,,,,,a,,s,,a,r,e,,r,a,s,,,,,,+,,,,,,Keep,areas
635,u+r+f+t,future,FALSE,,,urft,0,,u,,r,,,f,,t,,,,f,u,t,,u,r,f,t,,,,,+,,,,,,Keep,future
638,e+c+p+a+s,space,FALSE,,,ecpas,0,,,,e,c,,p,,a,,s,,s,p,a,,e,c,p,a,s,,,,+,,,,,,Keep,space
639,o+e+c+t,committee,FALSE,,,oect,0,,,o,e,c,,,,t,,,,c,o,m,,o,e,c,t,,,,,+,,,,,,Keep,committee
640,h+a+n,hand,FALSE,,,han,0,,,,,,,h,,a,n,,,h,a,n,,h,a,n,,,,,,+,,,,,,Remove,FALSE
641,u+n+s,sun,FALSE,,,uns,0,,u,,,,,,,,n,s,,s,u,n,,u,n,s,,,,,,+,,,,,,Remove,FALSE
642,r+c+d+a+s,cards,FALSE,,,rcdas,0,,,,r,c,,d,,a,,s,,c,a,r,,r,c,d,a,s,,,,+,,,,,,Keep,cards
643,o+r+m+p+b+l+s,problems,FALSE,,,ormpbls,0,,,o,r,m,,p,b,,l,s,,p,r,o,,o,r,m,p,b,l,s,,+,,,,,,Keep,problems
644,o+d+l,london,FALSE,,,odl,1,,,o,,,,d,,,l,,,l,o,n,,o,d,l,,,,,,+,,,,,,Keep,london
645,i+w+h+a+n+s,washington,FALSE,,,iwhans,0,,,i,,,w,h,,a,n,s,,w,a,s,,i,w,h,a,n,s,,,+,,,,,,Keep,washington
646,i+e+m+g+t+n,meeting,FALSE,,,iemgtn,0,,,i,e,m,g,,,t,n,,,m,e,e,,i,e,m,g,t,n,,,+,,,,,,Keep,meeting
647,r+s,rss,FALSE,,,rs,0,,,,r,,,,,,,s,,r,s,s,,r,s,,,,,,,+,,,,,,Remove,FALSE
648,o+e+c+b,become,FALSE,,,oecb,0,,,o,e,c,,,b,,,,,b,e,c,,o,e,c,b,,,,,+,,,,,,Keep,become
649,i+r+t+n+s,interest,FALSE,,,irtns,0,,,i,r,,,,,t,n,s,,i,n,t,,i,r,t,n,s,,,,+,,,,,,Keep,interest
650,i+d,id,FALSE,,,id,1,,,i,,,,d,,,,,,i,d,,,i,d,,,,,,,+,,,,,,Remove,FALSE
651,i+c+h+l,child,FALSE,,,ichl,0,,,i,,c,,h,,,l,,,c,h,i,,i,c,h,l,,,,,+,,,,,,Keep,child
653,e+k+p,keep,FALSE,,,ekp,0,,,,e,k,,p,,,,,,k,e,e,,e,k,p,,,,,,+,,,,,,Remove,FALSE
654,e+t+n,enter,FALSE,,,etn,1,,,,e,,,,,t,n,,,e,n,t,,e,t,n,,,,,,+,,,,,,Keep,enter
655,i+r+c+f+a+l,california,FALSE,,,ircfal,0,,,i,r,c,,f,,a,l,,,c,a,l,,i,r,c,f,a,l,,,+,,,,,,Keep,california
656,r+h+a+s,share,FALSE,,,rhas,0,,,,r,,,h,,a,,s,,s,h,a,,r,h,a,s,,,,,+,,,,,,Keep,share
657,i+r+m+a+l+s,similar,FALSE,,,irmals,0,,,i,r,m,,,,a,l,s,,s,i,m,,i,r,m,a,l,s,,,+,,,,,,Keep,similar
658,r+g+d+a+n,garden,FALSE,,,rgdan,0,,,,r,,g,d,,a,n,,,g,a,r,,r,g,d,a,n,,,,+,,,,,,Keep,garden
659,o+c+h+l+s,schools,FALSE,,,ochls,1,,,o,,c,,h,,,l,s,,s,c,h,,o,c,h,l,s,,,,+,,,,,,Keep,schools
660,i+m+l,million,FALSE,,,iml,0,,,i,,m,,,,,l,,,m,i,l,,i,m,l,,,,,,+,,,,,,Keep,million
661,e+d+a,added,FALSE,,,eda,1,,,,e,,,d,,a,,,,a,d,d,,e,d,a,,,,,,+,,,,,,Keep,added
662,r+c+f+n,reference,FALSE,,,rcfn,0,,,,r,c,,f,,,n,,,r,e,f,,r,c,f,n,,,,,+,,,,,,Keep,reference
663,o+e+c+p+a+n+s,companies,FALSE,,,oecpans,0,,,o,e,c,,p,,a,n,s,,c,o,m,,o,e,c,p,a,n,s,,+,,,,,,Keep,companies
664,i+e+d+t+l+s,listed,FALSE,,,iedtls,1,,,i,e,,,d,,t,l,s,,l,i,s,,i,e,d,t,l,s,,,+,,,,,,Keep,listed
665,b+a+y,baby,FALSE,,,bay,0,,,,,,,,b,a,,y,,b,a,b,,b,a,y,,,,,,+,,,,,,Remove,FALSE
666,i+e+g+a+l,learning,FALSE,,,iegal,0,,,i,e,,g,,,a,l,,,l,e,a,,i,e,g,a,l,,,,+,,,,,,Keep,learning
667,e+g+n+y,energy,FALSE,,,egny,0,,,,e,,g,,,,n,y,,e,n,e,,e,g,n,y,,,,,+,,,,,,Keep,energy
668,u+r+n,run,FALSE,,,urn,0,,u,,r,,,,,,n,,,r,u,n,,u,r,n,,,,,,+,,,,,,Remove,FALSE
669,i+e+v+d+l+y,delivery,FALSE,,,ievdly,0,,,i,e,v,,d,,,l,y,,d,e,l,,i,e,v,d,l,y,,,+,,,,,,Keep,delivery
670,e+t+n,net,FALSE,,,etn,2,,,,e,,,,,t,n,,,n,e,t,,e,t,n,,,,,,+,,,,,,Remove,FALSE
671,u+o+r+p+a+l,popular,FALSE,,,uorpal,0,,u,o,r,,,p,,a,l,,,p,o,p,,u,o,r,p,a,l,,,+,,,,,,Keep,popular
672,e+m+t,term,FALSE,,,emt,1,,,,e,m,,,,t,,,,t,e,r,,e,m,t,,,,,,+,,,,,,Remove,FALSE
673,i+m+f+l,film,FALSE,,,imfl,0,,,i,,m,,f,,,l,,,f,i,l,,i,m,f,l,,,,,+,,,,,,Remove,FALSE
674,o+r+t+s,stories,FALSE,,,orts,3,,,o,r,,,,,t,,s,,s,t,o,,o,r,t,s,,,,,+,,,,,,Keep,stories
675,u+p+t,put,FALSE,,,upt,0,,u,,,,,p,,t,,,,p,u,t,,u,p,t,,,,,,+,,,,,,Remove,FALSE
676,u+o+r+c+p+t+s,computers,FALSE,,,uorcpts,1,,u,o,r,c,,p,,t,,s,,c,o,m,,u,o,r,c,p,t,s,,+,,,,,,Keep,computers
677,u+o+r+a+j,journal,FALSE,,,uoraj,0,,u,o,r,,,,,a,j,,,j,o,u,,u,o,r,a,j,,,,+,,,,,,Keep,journal
678,o+r+p+t+s,reports,FALSE,,,orpts,1,,,o,r,,,p,,t,,s,,r,e,p,,o,r,p,t,s,,,,+,,,,,,Keep,reports
679,o+c,co,FALSE,,,oc,0,,,o,,c,,,,,,,,c,o,,,o,c,,,,,,,+,,,,,,Remove,FALSE
680,r+t+y,try,FALSE,,,rty,0,,,,r,,,,,t,,y,,t,r,y,,r,t,y,,,,,,+,,,,,,Remove,FALSE
681,o+e+m+w+l,welcome,FALSE,,,oemwl,0,,,o,e,m,w,,,,l,,,w,e,l,,o,e,m,w,l,,,,+,,,,,,Keep,welcome
682,e+c+a+n,central,FALSE,,,ecan,0,,,,e,c,,,,a,n,,,c,e,n,,e,c,a,n,,,,,+,,,,,,Keep,central
683,i+e+m+g+a+s,images,FALSE,,,iemgas,0,,,i,e,m,g,,,a,,s,,i,m,a,,i,e,m,g,a,s,,,+,,,,,,Keep,images
684,i+r+p+t+n+s,president,FALSE,,,irptns,0,,,i,r,,,p,,t,n,s,,p,r,e,,i,r,p,t,n,s,,,+,,,,,,Keep,president
685,o+e+c+t+n,notice,FALSE,,,oectn,2,,,o,e,c,,,,t,n,,,n,o,t,,o,e,c,t,n,,,,+,,,,,,Keep,notice
686,o+r+g+a+l,original,FALSE,,,orgal,0,,,o,r,,g,,,a,l,,,o,r,i,,o,r,g,a,l,,,,+,,,,,,Keep,original
687,e+h+a,head,FALSE,,,eha,0,,,,e,,,h,,a,,,,h,e,a,,e,h,a,,,,,,+,,,,,,Remove,FALSE
688,i+r+d+a,radio,FALSE,,,irda,0,,,i,r,,,d,,a,,,,r,a,d,,i,r,d,a,,,,,+,,,,,,Keep,radio
689,u+i+t+n,until,FALSE,,,uitn,0,,u,i,,,,,,t,n,,,u,n,t,,u,i,t,n,,,,,+,,,,,,Keep,until
690,e+c+l,cell,FALSE,,,ecl,0,,,,e,c,,,,,l,,,c,e,l,,e,c,l,,,,,,+,,,,,,Remove,FALSE
691,o+r+c+l,color,FALSE,,,orcl,0,,,o,r,c,,,,,l,,,c,o,l,,o,r,c,l,,,,,+,,,,,,Keep,color
692,e+f+l+s,self,FALSE,,,efls,0,,,,e,,,f,,,l,s,,s,e,l,,e,f,l,s,,,,,+,,,,,,Remove,FALSE
693,u+o+c+l,council,FALSE,,,uocl,0,,u,o,,c,,,,,l,,,c,o,u,,u,o,c,l,,,,,+,,,,,,Keep,council
694,w+a+y,away,FALSE,,,way,1,,,,,,w,,,a,,y,,a,w,a,,w,a,y,,,,,,+,,,,,,Remove,FALSE
695,u+i+e+c+d+n+s,includes,FALSE,,,uiecdns,0,,u,i,e,c,,d,,,n,s,,i,n,c,,u,i,e,c,d,n,s,,+,,,,,,Keep,includes
696,r+k+t,track,FALSE,,,rkt,0,,,,r,k,,,,t,,,,t,r,a,,r,k,t,,,,,,+,,,,,,Keep,track
697,u+i+r+a+l+s,australia,FALSE,,,uirals,0,,u,i,r,,,,,a,l,s,,a,u,s,,u,i,r,a,l,s,,,+,,,,,,Keep,australia
698,u+i+c+d+n+s,discussion,FALSE,,,uicdns,0,,u,i,,c,,d,,,n,s,,d,i,s,,u,i,c,d,n,s,,,+,,,,,,Keep,discussion
699,i+r+c+h+a,archive,FALSE,,,ircha,0,,,i,r,c,,h,,a,,,,a,r,c,,i,r,c,h,a,,,,+,,,,,,Keep,archive
700,o+e+c+n,once,FALSE,,,oecn,0,,,o,e,c,,,,,n,,,o,n,c,,o,e,c,n,,,,,+,,,,,,Remove,FALSE
701,o+r+h+t+s,others,FALSE,,,orhts,0,,,o,r,,,h,,t,,s,,o,t,h,,o,r,h,t,s,,,,+,,,,,,Keep,others
702,i+e+m+t+n,entertainment,FALSE,,,iemtn,0,,,i,e,m,,,,t,n,,,e,n,t,,i,e,m,t,n,,,,+,,,,,,Keep,entertainment
703,r+m+g+a+n,agreement,FALSE,,,rmgan,0,,,,r,m,g,,,a,n,,,a,g,r,,r,m,g,a,n,,,,+,,,,,,Keep,agreement
704,o+r+m+f+a,format,FALSE,,,ormfa,0,,,o,r,m,,f,,a,,,,f,o,r,,o,r,m,f,a,,,,+,,,,,,Keep,format
705,e+a+l+s,least,FALSE,,,eals,3,,,,e,,,,,a,l,s,,l,e,a,,e,a,l,s,,,,,+,,,,,,Keep,least
706,o+e+c+t+s,society,FALSE,,,oects,0,,,o,e,c,,,,t,,s,,s,o,c,,o,e,c,t,s,,,,+,,,,,,Keep,society
707,o+m+h+t+n+s,months,FALSE,,,omhtns,0,,,o,,m,,h,,t,n,s,,m,o,n,,o,m,h,t,n,s,,,+,,,,,,Keep,months
708,o+g+l,log,FALSE,,,ogl,2,,,o,,,g,,,,l,,,l,o,g,,o,g,l,,,,,,+,,,,,,Remove,FALSE
709,e+f+a+s,safety,FALSE,,,efas,0,,,,e,,,f,,a,,s,,s,a,f,,e,f,a,s,,,,,+,,,,,,Keep,safety
710,i+r+f+n+s,friends,FALSE,,,irfns,0,,,i,r,,,f,,,n,s,,f,r,i,,i,r,f,n,s,,,,+,,,,,,Keep,friends
711,u+r+s,sure,FALSE,,,urs,0,,u,,r,,,,,,,s,,s,u,r,,u,r,s,,,,,,+,,,,,,Remove,FALSE
712,f+q+a,faq,FALSE,,,fqa,0,,,,,,,f,q,a,,,,f,a,q,,f,q,a,,,,,,+,,,,,,Remove,FALSE
713,r+d+t,trade,FALSE,,,rdt,0,,,,r,,,d,,t,,,,t,r,a,,r,d,t,,,,,,+,,,,,,Keep,trade
714,i+e+d+t+n,edition,FALSE,,,iedtn,0,,,i,e,,,d,,t,n,,,e,d,i,,i,e,d,t,n,,,,+,,,,,,Keep,edition
715,r+c+a+s,cars,FALSE,,,rcas,0,,,,r,c,,,,a,,s,,c,a,r,,r,c,a,s,,,,,+,,,,,,Remove,FALSE
716,e+m+g+a+s,messages,FALSE,,,emgas,1,,,,e,m,g,,,a,,s,,m,e,s,,e,m,g,a,s,,,,+,,,,,,Keep,messages
717,i+r+m+g+a+n,marketing,FALSE,,,irmgan,0,,,i,r,m,g,,,a,n,,,m,a,r,,i,r,m,g,a,n,,,+,,,,,,Keep,marketing
718,e+t+l,tell,FALSE,,,etl,1,,,,e,,,,,t,l,,,t,e,l,,e,t,l,,,,,,+,,,,,,Remove,FALSE
719,u+r+f+t,further,FALSE,,,urft,1,,u,,r,,,f,,t,,,,f,u,r,,u,r,f,t,,,,,+,,,,,,Keep,further
720,u+e+p+a,updated,FALSE,,,uepa,0,,u,,e,,,p,,a,,,,u,p,d,,u,e,p,a,,,,,+,,,,,,Keep,updated
721,i+c+a+n+s,association,FALSE,,,icans,0,,,i,,c,,,,a,n,s,,a,s,s,,i,c,a,n,s,,,,+,,,,,,Keep,association
722,e+b+a+l,able,FALSE,,,ebal,0,,,,e,,,,b,a,l,,,a,b,l,,e,b,a,l,,,,,+,,,,,,Remove,FALSE
723,i+v+g+h+a+n,having,FALSE,,,ivghan,0,,,i,,v,g,h,,a,n,,,h,a,v,,i,v,g,h,a,n,,,+,,,,,,Keep,having
724,o+r+v+p+s,provides,FALSE,,,orvps,0,,,o,r,v,,p,,,,s,,p,r,o,,o,r,v,p,s,,,,+,,,,,,Keep,provides
725,i+v+d+a,david,FALSE,,,ivda,0,,,i,,v,,d,,a,,,,d,a,v,,i,v,d,a,,,,,+,,,,,,Keep,david
726,u+f+n,fun,FALSE,,,ufn,0,,u,,,,,f,,,n,,,f,u,n,,u,f,n,,,,,,+,,,,,,Remove,FALSE
727,r+d+a+l+y,already,FALSE,,,rdaly,0,,,,r,,,d,,a,l,y,,a,l,r,,r,d,a,l,y,,,,+,,,,,,Keep,already
728,r+g+n,green,FALSE,,,rgn,0,,,,r,,g,,,,n,,,g,r,e,,r,g,n,,,,,,+,,,,,,Keep,green
729,u+i+e+d+t+s,studies,FALSE,,,uiedts,0,,u,i,e,,,d,,t,,s,,s,t,u,,u,i,e,d,t,s,,,+,,,,,,Keep,studies
730,o+e+c+l+s,close,FALSE,,,oecls,0,,,o,e,c,,,,,l,s,,c,l,o,,o,e,c,l,s,,,,+,,,,,,Keep,close
731,o+c+n,common,FALSE,,,ocn,0,,,o,,c,,,,,n,,,c,o,m,,o,c,n,,,,,,+,,,,,,Keep,common
732,i+r+v+d,drive,FALSE,,,irvd,0,,,i,r,v,,d,,,,,,d,r,i,,i,r,v,d,,,,,+,,,,,,Keep,drive
733,i+e+c+p+s,specific,FALSE,,,iecps,0,,,i,e,c,,p,,,,s,,s,p,e,,i,e,c,p,s,,,,+,,,,,,Keep,specific
734,e+v+a+l+s,several,FALSE,,,evals,0,,,,e,v,,,,a,l,s,,s,e,v,,e,v,a,l,s,,,,+,,,,,,Keep,several
735,o+g+d+l,gold,FALSE,,,ogdl,0,,,o,,,g,d,,,l,,,g,o,l,,o,g,d,l,,,,,+,,,,,,Remove,FALSE
736,e+f+b,feb,FALSE,,,efb,0,,,,e,,,f,b,,,,,f,e,b,,e,f,b,,,,,,+,,,,,,Remove,FALSE
737,i+v+g+l,living,FALSE,,,ivgl,0,,,i,,v,g,,,,l,,,l,i,v,,i,v,g,l,,,,,+,,,,,,Keep,living
738,e+p+s,sep,FALSE,,,eps,0,,,,e,,,p,,,,s,,s,e,p,,e,p,s,,,,,,+,,,,,,Remove,FALSE
739,o+e+c+t+l,collection,FALSE,,,oectl,0,,,o,e,c,,,,t,l,,,c,o,l,,o,e,c,t,l,,,,+,,,,,,Keep,collection
740,e+c+d+a+l,called,FALSE,,,ecdal,0,,,,e,c,,d,,a,l,,,c,a,l,,e,c,d,a,l,,,,+,,,,,,Keep,called
741,o+r+h+t+s,short,FALSE,,,orhts,1,,,o,r,,,h,,t,,s,,s,h,o,,o,r,h,t,s,,,,+,,,,,,Keep,short
742,r+a+s,arts,FALSE,,,ras,2,,,,r,,,,,a,,s,,a,r,t,,r,a,s,,,,,,+,,,,,,Remove,FALSE
743,o+t+l,lot,FALSE,,,otl,1,,,o,,,,,,t,l,,,l,o,t,,o,t,l,,,,,,+,,,,,,Remove,FALSE
744,k+a+s,ask,FALSE,,,kas,0,,,,,k,,,,a,,s,,a,s,k,,k,a,s,,,,,,+,,,,,,Remove,FALSE
745,i+d+a+l+s,display,FALSE,,,idals,0,,,i,,,,d,,a,l,s,,d,i,s,,i,d,a,l,s,,,,+,,,,,,Keep,display
746,i+e+m+d+t+l,limited,FALSE,,,iemdtl,0,,,i,e,m,,d,,t,l,,,l,i,m,,i,e,m,d,t,l,,,+,,,,,,Keep,limited
747,o+r+w+p,powered,FALSE,,,orwp,1,,,o,r,,w,p,,,,,,p,o,w,,o,r,w,p,,,,,+,,,,,,Keep,powered
748,u+o+t+l+s,solutions,FALSE,,,uotls,0,,u,o,,,,,,t,l,s,,s,o,l,,u,o,t,l,s,,,,+,,,,,,Keep,solutions
749,e+m+a+n+s,means,FALSE,,,emans,0,,,,e,m,,,,a,n,s,,m,e,a,,e,m,a,n,s,,,,+,,,,,,Keep,means
750,i+r+c+d+t,director,FALSE,,,ircdt,1,,,i,r,c,,d,,t,,,,d,i,r,,i,r,c,d,t,,,,+,,,,,,Keep,director
751,i+d+a+l+y,daily,FALSE,,,idaly,0,,,i,,,,d,,a,l,y,,d,a,i,,i,d,a,l,y,,,,+,,,,,,Keep,daily
752,e+c+h+b+a,beach,FALSE,,,echba,0,,,,e,c,,h,b,a,,,,b,e,a,,e,c,h,b,a,,,,+,,,,,,Keep,beach
753,p+a+s,past,FALSE,,,pas,0,,,,,,,p,,a,,s,,p,a,s,,p,a,s,,,,,,+,,,,,,Remove,FALSE
754,u+r+a+n,natural,FALSE,,,uran,0,,u,,r,,,,,a,n,,,n,a,t,,u,r,a,n,,,,,+,,,,,,Keep,natural
755,e+w+h+t,whether,FALSE,,,ewht,0,,,,e,,w,h,,t,,,,w,h,e,,e,w,h,t,,,,,+,,,,,,Keep,whether
756,u+e+d,due,FALSE,,,ued,0,,u,,e,,,d,,,,,,d,u,e,,u,e,d,,,,,,+,,,,,,Remove,FALSE
757,e+t,et,FALSE,,,et,0,,,,e,,,,,t,,,,e,t,,,e,t,,,,,,,+,,,,,,Remove,FALSE
758,i+e+c+t+l+s,electronics,FALSE,,,iectls,0,,,i,e,c,,,,t,l,s,,e,l,e,,i,e,c,t,l,s,,,+,,,,,,Keep,electronics
759,i+e+v+f,five,FALSE,,,ievf,0,,,i,e,v,,f,,,,,,f,i,v,,i,e,v,f,,,,,+,,,,,,Remove,FALSE
760,u+o+p+n,upon,FALSE,,,uopn,0,,u,o,,,,p,,,n,,,u,p,o,,u,o,p,n,,,,,+,,,,,,Remove,FALSE
761,i+e+p,period,FALSE,,,iep,0,,,i,e,,,p,,,,,,p,e,r,,i,e,p,,,,,,+,,,,,,Keep,period
762,i+g+p+a+l,planning,FALSE,,,igpal,0,,,i,,,g,p,,a,l,,,p,l,a,,i,g,p,a,l,,,,+,,,,,,Keep,planning
763,e+d+b+a+s,database,FALSE,,,edbas,1,,,,e,,,d,b,a,,s,,d,a,t,,e,d,b,a,s,,,,+,,,,,,Keep,database
764,a+s,says,FALSE,,,as,2,,,,,,,,,a,,s,,s,a,y,,a,s,,,,,,,+,,,,,,Remove,FALSE
765,o+c+f+a+l,official,FALSE,,,ocfal,0,,,o,,c,,f,,a,l,,,o,f,f,,o,c,f,a,l,,,,+,,,,,,Keep,official
766,e+w+h+a,weather,FALSE,,,ewha,0,,,,e,,w,h,,a,,,,w,e,a,,e,w,h,a,,,,,+,,,,,,Keep,weather
767,r+m+a,mar,FALSE,,,rma,1,,,,r,m,,,,a,,,,m,a,r,,r,m,a,,,,,,+,,,,,,Remove,FALSE
768,d+a+l,land,FALSE,,,dal,0,,,,,,,d,,a,l,,,l,a,n,,d,a,l,,,,,,+,,,,,,Remove,FALSE
